product_code,product_name,brand_name,brand_id,brand_group_id,product_sale_type,season,season_name_raw,season_spring,season_summer,season_fall,season_winter,season_all,original_price,sale_price,discount_rate,sale_count,cart_count,review_count,review_score,display_category_id,soldout,purchase_count,viewing_count,wish_count,size_total_stock,size_stock_detail,color_total_stock,color_stock_detail,lf_category_l1,lf_category_l2,lf_category_l3
JNJU6B701BK,[ONLINE EXCLUSIVE] 논페이드 초어 데님 트러커 - 블랙,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],여름,0,1,0,0,0,530000,377070,28,0,0,0,0.0,110219,False,13,183,0,88,"S (95):17, M (100):37, L (105):24, XL (110):10",88,블랙:88,남성의류,점퍼,캐쥬얼점퍼
JNTS6A802N3,[NEW YORK SWEAT] UrbanShell 후드집업 - 다크네이비,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],봄,1,0,0,0,0,290000,261000,10,0,0,8,4.6,110219,False,120,13,0,10,"S (95):3, M (100):1, L (105):4, XL (110):2",59,"블랙:11, 밝은 초록:38, 진한 네이비:10",남성의류,티셔츠,긴팔티셔츠
WYJU5A005B5,[스테디셀러] 세미 오버핏 데님 트러커,질 스튜어트 뉴욕 남성,WY,1017,2,[25SS],"봄, 여름, 가을",1,1,1,0,0,590000,353110,40,0,0,9,4.8,110219,False,154,27,0,2,"95:0, 100:0, 105:1, 110:1",2,탁한 블루:2,남성의류,점퍼,캐쥬얼점퍼
JNSH5C110B2,옴브레 체크 셔츠 - 블루,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],가을,0,0,1,0,0,370000,233100,37,0,0,20,4.8,20110219,False,283,21,0,9,"S (95):0, M (100):7, L (105):0, XL (110):2",43,"블루:9, 그레이:34",남성의류,셔츠,긴팔캐쥬얼셔츠
JNJU4C102I1,[클리어런스]라이트베이지 디테쳐블 후드 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,640000,241060,62,0,0,12,4.8,20110219,False,218,25,0,5,"S (95):5, M (100):0, L (105):0, XL (110):0",11,"진한 초록:6, 밝은 베이지:5",남성의류,점퍼,캐쥬얼점퍼
JNJU4C701G2,[클리어런스]그레이 자수 그래픽 코치 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,349000,131450,62,0,0,10,4.8,20110219,False,110,23,0,15,"S (95):2, M (100):13, L (105):0, XL (110):0",19,"블랙:4, 그레이:15",남성의류,점퍼,캐쥬얼점퍼
JNJU5D778BK,리얼레더 블루종 점퍼 - 블랙,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],겨울,0,0,0,1,0,990000,623700,37,0,0,11,5.0,110219,False,193,20,0,20,"M (100):20, L (105):0, XL (110):0",47,"블랙:20, 밝은 베이지:27",남성의류,점퍼,가죽
JNTS5B201BK,[GENTLE JERSEY] 블랙 반팔 카라 레귤러핏 티셔츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,180000,113400,37,0,0,24,4.8,20110219,False,637,0,0,21,"S (95):9, M (100):0, L (105):11, XL (110):1",133,"블랙:21, 밝은 초록:16, 진한 그레이:28, 밝은 베이지:37, 흰색:31",남성의류,티셔츠,반팔티셔츠
WYTS4C001BK,[클리어런스][스테디셀러] 블랙 라운드 스웻셔츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],"봄, 여름, 상반기, 하반기",1,1,0,0,0,250000,94160,62,0,0,26,4.8,20110219,False,420,0,0,23,"95:7, 100:8, 105:8, 110:0",37,"블랙:23, 초록:14, 밝은 그레이:0",남성의류,티셔츠,긴팔티셔츠
JNPA5B005B5,[BEST]원워시드 데님 스트링 밴딩팬츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],"봄, 여름",1,1,0,0,0,320000,191520,40,0,0,35,4.9,20110284,False,689,15,0,4,"78R (30R):0, 82R (32R):0, 86R (34R):0, 90R (36R):0, 94R (38R):4",6,"밝은 블루:2, 탁한 블루:4",남성의류,데님팬츠,롱
WYTS4C002G3,[클리어런스][스테디셀러] [Airy-Sweat] 그레이 후드 집업,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],가을,0,0,1,0,0,310000,116760,62,0,0,80,4.8,20110219,False,326,23,0,10,"95:9, 100:0, 105:1, 110:0",17,"블랙:7, 진한 그레이:10",남성의류,티셔츠,긴팔티셔츠
WYPA4D001B2,[클리어런스][스테디셀러] 블루워싱 레귤러핏 데님팬츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],겨울,0,0,0,1,0,320000,120530,62,0,0,25,4.8,20110284,False,321,27,0,14,"78R:1, 82R:2, 86R:8, 90R:2, 94R:1",34,"블루:14, 진한 그레이:20",남성의류,데님팬츠,롱
JNTS5B200WT,화이트 소프트트윌 세미오버핏 티셔츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,150000,94500,37,0,0,24,4.8,20110219,False,736,0,0,59,"S (95):16, M (100):11, L (105):24, XL (110):8",201,"블랙:94, 그레이:30, 네이비:18, 흰색:59",남성의류,티셔츠,반팔티셔츠
WYTS4C002BK,[클리어런스][스테디셀러] [Airy-Sweat] 블랙 후드 집업,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],가을,0,0,1,0,0,310000,116760,62,0,0,80,4.8,20110219,False,326,23,0,7,"95:1, 100:5, 105:1, 110:0",17,"블랙:7, 진한 그레이:10",남성의류,티셔츠,긴팔티셔츠
JNJU4C105G3,[클리어런스]다크그레이 트위드 트러커,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,690000,259890,62,0,0,4,5.0,20110219,False,93,0,0,9,"S (95):2, M (100):4, L (105):3, XL (110):0",9,진한 그레이:9,남성의류,점퍼,캐쥬얼점퍼
JNJU4B006G2,[클리어런스]그레이 유틸리티 집업 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24SS],여름,0,1,0,0,0,540000,267300,50,0,0,10,4.9,20110219,False,66,0,0,27,"S (95):1, M (100):17, L (105):6, XL (110):3",27,그레이:27,남성의류,점퍼,캐쥬얼점퍼
JNTS5C201I2,세미오버핏 카라 스트라이프 맨투맨 - 베이지,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],가을,0,0,1,0,0,250000,149620,40,0,0,5,5.0,110219,False,110,11,0,7,"S (95):1, M (100):1, L (105):4, XL (110):1",20,"블랙:13, 베이지:7",남성의류,티셔츠,긴팔티셔츠
WYJU4C501T3,[클리어런스][스테디셀러] [비건 스웨이드] 터콰이즈블루 세미오버핏 아우터형 셔츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],가을,0,0,1,0,0,690000,259890,62,0,0,20,5.0,110219,False,459,12,0,7,"95:1, 100:0, 105:4, 110:2",9,"블랙:0, 밝은 베이지:2, 진한 청록:7",남성의류,점퍼,캐쥬얼점퍼
WYTS4C001E2,[클리어런스][스테디셀러] 그린 라운드 스웻셔츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],가을,0,0,1,0,0,250000,94160,62,0,0,26,4.8,20110219,False,420,0,0,14,"95:2, 100:2, 105:6, 110:4",37,"블랙:23, 초록:14, 밝은 그레이:0",남성의류,티셔츠,긴팔티셔츠
WYSW4C001BK,[클리어런스][스테디셀러] 블랙 짜임 울혼방 가디건,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],가을,0,0,1,0,0,440000,165730,62,0,0,32,4.8,110219,False,417,10,0,15,"95:8, 100:7, 105:0, 110:0",41,"블랙:15, 그레이:16, 진한 그레이:10",남성의류,가디건,기본가디건
WYPA4D002G3,[클리어런스][스테디셀러] 다크그레이 스트레이트핏 데님팬츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],겨울,0,0,0,1,0,320000,120530,62,0,0,25,4.8,20110284,False,292,0,0,22,"78R:4, 82R:10, 86R:0, 90R:5, 94R:3",50,"블루:28, 진한 그레이:22",남성의류,데님팬츠,롱
WYSW4C001G3,[클리어런스][스테디셀러] 다크그레이 짜임 울혼방 가디건,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],가을,0,0,1,0,0,440000,178200,59,0,0,32,4.8,110219,False,417,10,0,10,"95:4, 100:3, 105:3, 110:0",41,"블랙:15, 그레이:16, 진한 그레이:10",남성의류,가디건,기본가디건
WYTS5A001WT,[스터디셀러] 화이트 실켓 터치 롱 슬리브 티셔츠,질 스튜어트 뉴욕 남성,WY,1017,2,[25SS],봄,1,0,0,0,0,220000,138600,37,0,0,21,4.7,20110219,False,85,0,0,12,"95:1, 100:2, 105:5, 110:4",46,"블랙:12, 진한 그레이:22, 흰색:12",남성의류,티셔츠,긴팔티셔츠
JNTS5B200BK,블랙 소프트트윌 세미오버핏 티셔츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,150000,89770,40,0,0,24,4.8,20110219,False,736,0,0,94,"S (95):28, M (100):33, L (105):33, XL (110):0",201,"블랙:94, 그레이:30, 네이비:18, 흰색:59",남성의류,티셔츠,반팔티셔츠
WYSW4C001G2,[클리어런스][스테디셀러] 그레이 짜임 울혼방 가디건,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],가을,0,0,1,0,0,440000,165730,62,0,0,32,4.8,110219,False,417,10,0,16,"95:9, 100:7, 105:0, 110:0",41,"블랙:15, 그레이:16, 진한 그레이:10",남성의류,가디건,기본가디건
JNJU4C004S2,[클리어런스]세피아 레귤러핏 하운즈투스 자켓,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,690000,259890,62,0,0,4,5.0,20110219,False,28,0,0,6,"S (95):0, M (100):4, L (105):2",6,세피아:6,남성의류,점퍼,캐쥬얼점퍼
JNJU4C504G3,[클리어런스]다크그레이 페이크 레더 후드 집업 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,790000,297550,62,0,0,8,4.8,20110219,False,55,0,0,6,"S (95):3, M (100):2, L (105):1, XL (110):0",6,진한 그레이:6,남성의류,점퍼,캐쥬얼점퍼
JNSH5C112B3,샴브레이 데님셔츠 - 인디고블루,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],가을,0,0,1,0,0,420000,264600,37,0,0,7,4.9,20110219,False,94,0,0,28,"S (95):2, M (100):8, L (105):9, XL (110):9",28,진한 블루:28,남성의류,셔츠,긴팔캐쥬얼셔츠
WYJU5A001N3,[스테디셀러] 네이비 카라 블루종,질 스튜어트 뉴욕 남성,WY,1017,2,[25SS],"봄, 여름, 가을",1,1,1,0,0,790000,472810,40,0,0,7,5.0,110219,False,61,11,0,4,"100:2, 105:2, 110:0",13,"진한 네이비:4, 밝은 세피아:9",남성의류,점퍼,캐쥬얼점퍼
JNSH5C110G2,옴브레 체크 셔츠 - 그레이,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],가을,0,0,1,0,0,370000,233100,37,0,0,20,4.8,20110219,False,283,21,0,34,"S (95):9, M (100):7, L (105):10, XL (110):8",43,"블루:9, 그레이:34",남성의류,셔츠,긴팔캐쥬얼셔츠
WYPA4D002B2,[클리어런스][스테디셀러] 블루 레귤러핏 데님팬츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],겨울,0,0,0,1,0,320000,120530,62,0,0,28,4.7,20110284,False,292,0,0,28,"78R:4, 82R:21, 86R:0, 90R:1, 94R:2",50,"블루:28, 진한 그레이:22",남성의류,데님팬츠,롱
JNJU4C101I3,[클리어런스]다크베이지 세미오버핏 울혼방 트위드 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,790000,297550,62,0,0,5,4.8,20110219,False,95,24,0,4,"S (95):0, M (100):0, L (105):2, XL (110):2",8,"블랙:4, 진한 베이지:4",남성의류,점퍼,캐쥬얼점퍼
JNPA4D501G3,[클리어런스][LORO PIANA 원단] 다크그레이 솔리드 수트 팬츠,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],"가을, 겨울",0,0,1,1,0,420000,158190,62,0,0,5,4.8,20110219,False,176,0,0,4,"78 (30):3, 82 (32):0, 86 (34):0, 90 (36):0, 94 (38):1",11,"블랙:2, 진한 그레이:4, 진한 네이비:5",남성의류,팬츠,슬랙스
JNJU4C107I2,[클리어런스]베이지 가먼트 다잉 옥스포드 US워크 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,590000,238950,59,0,0,21,4.7,20110219,False,214,0,0,2,"S (95):0, M (100):2, L (105):0, XL (110):0",2,"진한 그레이:0, 베이지:2",남성의류,점퍼,캐쥬얼점퍼
JNJU6B702B3,[ONLINE EXCLUSIVE] 프렌치 데님 초어 트러커 - 프렌치 블루,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],여름,0,1,0,0,0,530000,377070,28,0,0,0,0.0,110219,False,0,45,0,50,"S (95):9, M (100):22, L (105):13, XL (110):6",50,진한 블루:50,남성의류,점퍼,캐쥬얼점퍼
JNPA5B005B1,[BEST][컬러추가] 스카이블루워싱 데님 스트링 밴딩팬츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,320000,201600,37,0,0,35,4.9,20110284,False,689,15,0,2,"78R (30R):0, 82R (32R):0, 86R (34R):0, 90R (36R):2, 94R (38R):0",6,"밝은 블루:2, 탁한 블루:4",남성의류,데님팬츠,롱
JNJU5A113G3,그레이 후디 아웃포켓 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],봄,1,0,0,0,0,790000,439040,44,0,0,3,5.0,20110219,False,84,0,0,10,"S (95):1, M (100):4, L (105):5, XL (110):0",10,"블랙:0, 진한 그레이:10",남성의류,점퍼,캐쥬얼점퍼
JNJU4C106BK,[클리어런스]블랙 세미 오버핏 초어 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,590000,222220,62,0,0,4,5.0,20110219,False,102,0,0,1,"S (95):0, M (100):0, L (105):1",1,블랙:1,남성의류,점퍼,캐쥬얼점퍼
JNJU4C701BK,[클리어런스]블랙 자수 그래픽 코치 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,349000,141340,59,0,0,10,4.8,20110219,False,110,23,0,4,"S (95):2, M (100):2, L (105):0, XL (110):0",19,"블랙:4, 그레이:15",남성의류,점퍼,캐쥬얼점퍼
JNJU4C101BK,[클리어런스]블랙  세미오버핏 울혼방 트위드 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,790000,297550,62,0,0,5,4.8,20110219,False,95,24,0,4,"S (95):3, M (100):0, L (105):1, XL (110):0",8,"블랙:4, 진한 베이지:4",남성의류,점퍼,캐쥬얼점퍼
WYPA4D001G3,[클리어런스][스테디셀러] 다크그레이 레귤러핏 데님팬츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],겨울,0,0,0,1,0,320000,120530,62,0,0,23,4.8,20110284,False,321,26,0,20,"78R:4, 82R:8, 86R:1, 90R:6, 94R:1",34,"블루:14, 진한 그레이:20",남성의류,데님팬츠,롱
JNSW5A202BK,블랙 쿨 페이퍼 Y넥 가디건,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],봄,1,0,0,0,0,490000,286650,41,0,0,6,4.8,20110219,False,112,0,0,5,"S (95):0, M (100):5, L (105):0, XL (110):0",21,"블랙:5, 베이지:16",남성의류,가디건,기본가디건
JNJU5A123BK,블랙 후디 아웃포켓 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],봄,1,0,0,0,0,790000,497700,37,0,0,2,5.0,20110219,False,66,0,0,1,"S (95):1, M (100):0, L (105):0, XL (110):0",1,블랙:1,남성의류,점퍼,캐쥬얼점퍼
JNPA5D005G2,[WIDE-FIT] 데님 팬츠 - 그레이,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],"가을, 겨울",0,0,1,1,0,350000,209470,40,0,0,7,4.9,20110284,False,173,0,0,25,"78R (30R):2, 82R (32R):9, 86R (34R):8, 90R (36R):5, 94R (38R):1",30,"진한 블루:5, 그레이:25",남성의류,데님팬츠,롱
JNJU6A104G3,스웨이드 터치 트러커 점퍼 - 다크그레이,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],"봄, 가을",1,0,1,0,0,790000,711000,10,0,0,1,4.0,110219,False,229,12,0,20,"S (95):4, M (100):12, L (105):3, XL (110):1",41,"블랙:18, 진한 그레이:20, 아이보리:3",남성의류,점퍼,캐쥬얼점퍼
JNTS5B201G3,[GENTLE JERSEY] 다크그레이 반팔 카라 레귤러핏 티셔츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,180000,107730,40,0,0,24,4.8,20110219,False,641,0,0,28,"S (95):5, M (100):7, L (105):6, XL (110):10",133,"블랙:21, 밝은 초록:16, 진한 그레이:28, 밝은 베이지:37, 흰색:31",남성의류,티셔츠,반팔티셔츠
WYJU4C501I1,[클리어런스][스테디셀러] [비건 스웨이드] 베이지 세미오버핏 아우터형 셔츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],가을,0,0,1,0,0,690000,259890,62,0,0,9,5.0,110219,False,460,13,0,2,"95:0, 100:0, 105:0, 110:2",9,"블랙:0, 밝은 베이지:2, 진한 청록:7",남성의류,점퍼,캐쥬얼점퍼
JNPA6B001B2,[ORDINARY-FIT] 데님 팬츠 - 블루,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],여름,0,1,0,0,0,320000,288000,10,0,0,2,5.0,110284,False,79,0,0,13,"78R (30R):2, 82R (32R):4, 86R (34R):2, 90R (36R):2, 94R (38R):3",22,"블루:13, 블랙:9",남성의류,데님팬츠,롱
JNJU5D320BK,경량 립스탑 구스다운 점퍼 - 블랙,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],겨울,0,0,0,1,0,740000,466200,37,0,0,3,4.7,20110219,False,109,0,0,27,"S (95):0, M (100):17, L (105):6, XL (110):4",53,"블랙:27, 밝은 초록:19, 밝은 그레이:7",남성의류,점퍼,다운점퍼
WYTS4C003BK,[클리어런스][스테디셀러] 블랙 단색 긴팔티셔츠,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],"가을, 겨울",0,0,1,1,0,220000,89100,59,0,0,5,5.0,20110219,False,86,19,0,10,"100:2, 105:8, 110:0",10,블랙:10,남성의류,티셔츠,긴팔티셔츠
JNTS5B300BK,블랙 오버핏 헨리넥 라운드 티셔츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,230000,137650,40,0,0,6,4.7,20110219,False,96,0,0,8,"S (95):3, M (100):4, L (105):1, XL (110):0",46,"블랙:8, 흰색:16, 노랑:22",남성의류,티셔츠,반팔티셔츠
JNSW4C001W3,[클리어런스]다크브라운 버튼리스 가디건,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,390000,146890,62,0,0,11,4.9,20110219,False,167,11,0,7,"S (95):1, M (100):5, L (105):1, XL (110):0",9,"그레이:2, 진한 브라운:7",남성의류,가디건,기본가디건
JNPA5B003B1,[STRAIGHT-FIT] 블루 슬릿 서머 데님 팬츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],"봄, 여름",1,1,0,0,0,320000,201600,37,0,0,14,4.9,20110284,False,230,0,0,13,"78R (30R):5, 82R (32R):0, 86R (34R):3, 90R (36R):5, 94R (38R):0",17,"밝은 블루:13, 밝은 그레이:4",남성의류,데님팬츠,롱
WYCO4A001I2,[클리어런스]베이지 탈착후드 트렌치코트,질 스튜어트 뉴욕 남성,WY,1017,2,[24SS],봄,1,0,0,0,0,990000,490050,50,0,0,10,4.2,110219,False,101,0,0,128,"00S (095):35, 00M (100):57, 00L (105):36",128,베이지:128,남성의류,코트,트렌치코트
JNTS6B311BK,[SOFT TWILL] 세미오버핏 라운드 티셔츠 - 블랙,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],여름,0,1,0,0,0,160000,144000,10,0,0,26,4.8,121281,False,114,12,0,87,"S (95):3, M (100):21, L (105):37, XL (110):26",345,"블랙:87, 진한 초록:36, 그레이:44, 진한 베이지:42, 진한 네이비:43, 흰색:93",남성의류,티셔츠,반팔티셔츠
WYTS5A002N3,[스터디셀러] 다크네이비 미니멀 오픈 카라 스웻 셔츠,질 스튜어트 뉴욕 남성,WY,1017,2,[25SS],"봄, 여름, 가을",1,1,1,0,0,270000,170100,37,0,0,9,4.7,20110219,False,66,0,0,6,"95:0, 100:2, 105:4, 110:0",11,"밝은 베이지:5, 진한 네이비:6",남성의류,티셔츠,긴팔티셔츠
WYJA4D501BK,[클리어런스][스테디셀러] 블랙 포켓 울 자켓,질 스튜어트 뉴욕 남성,WY,1017,2,[24FW],겨울,0,0,0,1,0,790000,297550,62,0,0,1,5.0,110219,False,327,0,0,19,"046 (090):6, 048 (095):8, 050 (100):2, 052 (105):1, 054 (110):2",39,"블랙:19, 진한 그레이:15, 진한 네이비:5",남성의류,자켓,숏/하프자켓
JNTS5B202BK,[GENTLE JERSEY] 블랙 반팔 레귤러핏 티셔츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,140000,88200,37,0,0,8,4.9,20110219,False,899,0,0,23,"S (95):4, M (100):16, L (105):3, XL (110):0",78,"블랙:23, 카키:36, 네이비:19, 흰색:0",남성의류,티셔츠,반팔티셔츠
JNPA5B210G1,라이트그레이 서머 컴포트 스트링 팬츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,350000,220500,37,0,0,19,4.8,20110219,False,1,0,0,24,"78 (30):0, 82 (32):1, 86 (34):4, 90 (36):10, 94 (38):9",68,"블랙:1, 밝은 그레이:24, 진한 그레이:0, 베이지:3, 진한 카키:40",남성의류,팬츠,슬랙스
JNJU5C502G1,오일 워싱 스웨이드 텍스처 블루종 - 라이트그레이,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],가을,0,0,1,0,0,890000,560700,37,0,0,3,4.3,110219,False,136,0,0,6,"S (95):2, M (100):0, L (105):2, XL (110):2",25,"밝은 그레이:6, 브라운:19",남성의류,점퍼,가죽
JNTS5B302CG,[BEST] 차콜 플라워 프린트 피그먼트 반팔티셔츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],여름,0,1,0,0,0,250000,157500,37,0,0,40,4.9,20110219,False,798,0,0,14,"S (95):6, M (100):1, L (105):2, XL (110):5",90,"블랙:14, 차콜 그레이:14, 그레이:30, 베이지:21, 흰색:11",남성의류,티셔츠,반팔티셔츠
JNPA5B001G3,[REGULAR-FIT] 그레이 데님 팬츠,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],"봄, 여름",1,1,0,0,0,320000,191520,40,0,0,12,4.7,20110284,False,150,0,0,10,"78R (30R):3, 82R (32R):1, 86R (34R):3, 90R (36R):0, 94R (38R):3",17,"진한 블루:7, 진한 그레이:10",남성의류,데님팬츠,롱
JNPA4C106I2,[클리어런스][URBAN PLEATS] 베이지 웨이브 플리츠 스트링 팬츠,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,320000,120530,62,0,0,10,5.0,110219,False,157,12,0,12,"78 (30):4, 82 (32):3, 86 (34):0, 90 (36):1, 94 (38):4",18,"블랙:6, 베이지:12",남성의류,팬츠,롱팬츠
JNTS4D101K2,[클리어런스][Airy-Sweat] 카키 라운드 스웻셔츠,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],"가을, 겨울",0,0,1,1,0,250000,101250,59,0,0,42,4.9,110219,False,295,0,0,1,"S (95):0, M (100):1, L (105):0, XL (110):0",2,"블랙:0, 그레이:1, 카키:1",남성의류,티셔츠,긴팔티셔츠
JNSW4C001G2,[클리어런스]그레이 버튼리스 가디건,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,390000,146890,62,0,0,11,4.9,20110219,False,169,11,0,2,"S (95):0, M (100):2, L (105):0, XL (110):0",9,"그레이:2, 진한 브라운:7",남성의류,가디건,기본가디건
JNTS5C002WT,LIBERTY 아트웍 반팔 티셔츠 - 오프화이트,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],가을,0,0,1,0,0,230000,144900,37,0,0,7,4.7,20110219,False,112,0,0,20,"S (95):7, M (100):4, L (105):6, XL (110):3",43,"카키:23, 흰색:20",남성의류,티셔츠,반팔티셔츠
JNJU5A208CG,차콜 레귤러핏  카라 점퍼,질스튜어트 뉴욕 남성,JN,1017,2,[25SS],봄,1,0,0,0,0,790000,462150,41,0,0,3,4.7,20110219,False,23,0,0,15,"S (95):3, M (100):7, L (105):5, XL (110):0",15,차콜 그레이:15,남성의류,점퍼,캐쥬얼점퍼
JNJU6A110BK,스웨이드 터치 밴드넥 점퍼 - 블랙,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],"봄, 가을",1,0,1,0,0,890000,801000,10,0,0,2,5.0,110219,False,168,0,0,3,"S (95):0, M (100):2, L (105):1, XL (110):0",3,블랙:3,남성의류,점퍼,캐쥬얼점퍼
JNPA6B111G1,[WIDE-FIT] 벨벳 라이크 데님 셋업 팬츠 - 라이트그레이,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],여름,0,1,0,0,0,350000,315000,10,0,0,2,5.0,110284,False,82,0,0,12,"78R (30R):1, 82R (32R):4, 86R (34R):3, 90R (36R):3, 94R (38R):1",19,"블랙:7, 밝은 그레이:12",남성의류,데님팬츠,롱
WYTS5A001BK,[스터디셀러] 블랙 실켓 터치 롱 슬리브 티셔츠,질 스튜어트 뉴욕 남성,WY,1017,2,[25SS],봄,1,0,0,0,0,220000,138600,37,0,0,21,4.7,20110219,False,83,0,0,12,"95:2, 100:2, 105:5, 110:3",46,"블랙:12, 진한 그레이:22, 흰색:12",남성의류,티셔츠,긴팔티셔츠
JNJU5C002BK,[THE TWILL] [GIPITEX] 트윌 후드탈착 점퍼 - 블랙,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],가을,0,0,1,0,0,840000,502740,40,0,0,0,0.0,20110219,False,52,0,0,17,"S (95):3, M (100):10, L (105):2, XL (110):2",17,블랙:17,남성의류,점퍼,캐쥬얼점퍼
JNJU6A203W3,레더 블루종 - 다크브라운,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],"봄, 가을",1,0,1,0,0,1590000,1431000,10,0,0,3,5.0,110219,False,78,21,0,7,"S (95):2, M (100):2, L (105):2, XL (110):1",17,"블랙:10, 진한 브라운:7",남성의류,점퍼,가죽
JNSW4C101CG,[클리어런스]차콜그레이 Bloom Silk 실크블렌드 크루넥 니트,질스튜어트 뉴욕 남성,JN,1017,2,[24FW],가을,0,0,1,0,0,350000,131830,62,0,0,1,5.0,20110219,False,106,0,0,2,"S (95):2, M (100):0, L (105):0",7,"차콜 그레이:2, 아이보리:5",남성의류,니트/스웨터,
JNJU6A104BK,스웨이드 터치 트러커 점퍼 - 블랙,질스튜어트 뉴욕 남성,JN,1017,1,[26SS],"봄, 가을",1,0,1,0,0,790000,711000,10,0,0,1,4.0,110219,False,229,12,0,18,"S (95):0, M (100):8, L (105):9, XL (110):1",41,"블랙:18, 진한 그레이:20, 아이보리:3",남성의류,점퍼,캐쥬얼점퍼
JNJU5C080BK,[Soft Pleats] 플리츠 셋업 후드 점퍼 - 블랙,질스튜어트 뉴욕 남성,JN,1017,2,[25FW],가을,0,0,1,0,0,590000,353110,40,0,0,2,5.0,20110219,False,70,0,0,12,"S (95):0, M (100):7, L (105):5, XL (110):0",12,블랙:12,남성의류,점퍼,캐쥬얼점퍼
