product_code,product_name,brand_name,brand_id,brand_group_id,product_sale_type,season,season_name_raw,season_spring,season_summer,season_fall,season_winter,season_all,original_price,sale_price,discount_rate,sale_count,cart_count,review_count,review_score,purchase_count,viewing_count,wish_count,size_total_stock,size_stock_detail,color_total_stock,color_stock_detail,lf_category_l1,lf_category_l2,lf_category_l3
WMTS4BC04N2,[반값세일][스테디셀러] 네이비 체크 반팔카라티셔츠,닥스 남성,WM,1001,2,[24SS],여름,0,1,0,0,0,260000,128700,50,0,0,26,4.8,653,0,2,11,"095:1, 100:4, 105:1, 110:4, 115:1",34,"베이지:23, 네이비:11",남성의류,티셔츠,반팔티셔츠
WMTS5B003BK,[스테디셀러] 블랙 로고자수 면혼방 반팔카라티셔츠,닥스 남성,WM,1001,2,[25SS],여름,0,1,0,0,0,220000,138600,37,0,0,1,5.0,74,0,4,124,"095:12, 100:55, 105:39, 110:10, 115:8",884,"블랙:124, 아이보리:308, 네이비:294, 핑크:158",남성의류,티셔츠,반팔티셔츠
DMTS6A001I2,[GIFT] 베이지 빅체크 카라 티셔츠,닥스 남성,DM,1001,1,[26SS],봄,1,0,0,0,0,290000,261000,10,0,0,4,5.0,475,0,9,8,"95:3, 100:1, 105:2, 110:1, 115:1",20,"베이지:8, 네이비:12",남성의류,티셔츠,긴팔티셔츠
DMJA5B066I1,[MARZOTTO] 울린넨 라이트베이지 스트레치 자켓,닥스 남성,DM,1001,2,[25SS],여름,0,1,0,0,0,890000,560700,37,0,0,0,0.0,165,0,1,22,"46S (95S):2, 48S (100S):4, 50R (105R):4, 50S (105S):1, 52R (110R):1, 54L (115L):5, 54R (115R):3, 56L (120L):2",25,"블루:3, 밝은 베이지:22",남성의류,자켓,숏/하프자켓
DMJA5D081N3,[COLOMBO] 다크네이비 캐시미어 100% 자켓,닥스 남성,DM,1001,2,[25FW],겨울,0,0,0,1,0,1590000,1001700,37,0,0,0,0.0,633,0,30,31,"46S (95S):6, 48R (100R):0, 48S (100S):10, 50R (105R):6, 50S (105S):4, 52L (110L):1, 52R (110R):0, 54L (115L):1, 54R (115R):3, 56L (120L):0",72,"블랙:2, 그레이:39, 진한 네이비:31",남성의류,자켓,숏/하프자켓
DMPA6A021B2,[SONDRIO] 블루 코튼스판 치노 팬츠,닥스 남성,DM,1001,1,[26SS],봄,1,0,0,0,0,320000,288000,10,0,0,5,5.0,138,0,9,11,"79 (31):2, 82 (32):2, 85 (33):0, 88 (34):1, 91 (36):2, 94 (37):2, 97 (39):2",20,"블루:11, 그레이:9",남성의류,팬츠,롱팬츠
DMJU4DT96N3,[클리어런스][IMPORTED FABRIC] 리버시블 후드형 풀퍼 점퍼,닥스 남성,DM,1001,2,[24FW],겨울,0,0,0,1,0,3990000,1615950,59,0,0,4,4.8,52,0,36,11,"95:6, 100:4, 105:1, 110:0, 115:0",11,진한 네이비:11,남성의류,점퍼,캐쥬얼점퍼
DMPA5AC21I1,[FOLGAROLAS] 라이트베이지 다잉 치노 팬츠,닥스 남성,DM,1001,2,[25SS],봄,1,0,0,0,0,300000,171600,42,0,0,7,5.0,170,0,5,4,"79 (31):0, 82 (32):0, 85 (33):0, 88 (34):0, 91 (36):2, 94 (37):2, 97 (39):0",8,"밝은 그레이:2, 밝은 베이지:4, 밝은 네이비:2",남성의류,팬츠,롱팬츠
DMSW4DC03CR,[클리어런스][Prime Wool]울100% 라운드넥 스웨터,닥스 남성,DM,1001,2,[24FW],겨울,0,0,0,1,0,290000,117450,59,0,0,17,4.7,144,0,18,12,"95:0, 100:7, 105:5, 110:0, 115:0",61,"블루:18, 크림:12, 핑크:31",남성의류,니트/스웨터,
DMSW4DC74N3,[클리어런스][Signature Cashmere] 캐시미어 100% 하프집업 스웨터,닥스 남성,DM,1001,2,[24FW],겨울,0,0,0,1,0,470000,190350,59,0,0,45,4.7,528,0,82,6,"95:6, 100:0, 105:0, 110:0, 115:0",9,"진한 초록:2, 진한 네이비:6, 바이올렛:1",남성의류,니트/스웨터,
DMHE6E005G1,라이트그레이 린넨혼방 저지 헌팅캡,닥스 남성,DM,1001,1,[26SS],"봄, 여름",1,1,0,0,0,190000,171000,10,0,0,0,0.0,37,0,2,17,00F:17,17,밝은 그레이:17,패션소품,모자,남성군모/헌팅캡
WMPA4D052BK,[클리어런스][스테디셀러] 블랙 단색 팬츠,닥스 남성,WM,1001,2,[24FW],겨울,0,0,0,1,0,270000,109350,59,0,0,8,4.6,620,0,5,9,"31(79cm):0, 32(82cm):0, 33(85cm):0, 34(88cm):2, 36(91cm):1, 37(94cm):1, 39(97cm):3, 40(100cm):2",76,"블랙:9, 네이비:14, 브라운:53",남성의류,팬츠,롱팬츠
