product_code,product_name,brand_name,brand_id,brand_group_id,product_sale_type,season,season_name_raw,season_spring,season_summer,season_fall,season_winter,season_all,original_price,sale_price,discount_rate,sale_count,cart_count,review_count,review_score,purchase_count,viewing_count,wish_count,size_total_stock,size_stock_detail,color_total_stock,color_stock_detail,lf_category_l1,lf_category_l2,lf_category_l3
HZJU5A201N2,[클래식] 네이비 헤링턴 자켓,헤지스 남성,HZ,1002,2,[25SS],봄,1,0,0,0,0,399000,251370,37,0,0,130,4.8,1,30,99,3,"95:3, 100:0, 105:0, 110:0, 115:0",55,"초록:21, 베이지:1, 네이비:3, 레드:30",남성의류,점퍼,캐쥬얼점퍼
WHJU4B601BK,[반값세일][스테디셀러]블랙 나일론혼방 퍼피로고 집업점퍼,헤지스 남성,WH,1002,2,[24SS],여름,0,1,0,0,0,359000,177700,50,0,0,50,4.8,1,19,92,34,"95:0, 100:20, 105:14, 110:0, 115:0",74,"블랙:34, 그레이:40, 네이비:0",남성의류,점퍼,캐쥬얼점퍼
WHTS4D361N3,[클리어런스][스테디셀러] 네이비 단색 면 긴팔티셔츠,헤지스 남성,WH,1002,2,[24FW],겨울,0,0,0,1,0,139000,56290,59,0,0,154,4.7,1,19,87,18,"95:8, 100:9, 105:1, 110:0, 115:0, 120:0",39,"그레이:21, 진한 네이비:18",남성의류,티셔츠,긴팔티셔츠
WHSH4C103G1,[클리어런스][스테디셀러] 그레이 버튼다운 면 긴팔캐주얼셔츠,헤지스 남성,WH,1002,2,[24FW],가을,0,0,1,0,0,189000,76540,59,0,0,116,4.9,2,18,38,25,"095:7, 100:7, 105:0, 110:7, 115:4, 120:0",40,"블루:12, 밝은 그레이:25, 흰색:3",남성의류,셔츠,긴팔캐쥬얼셔츠
HZJU5C302W2,[클래식] 브라운 켄싱턴 헤링턴 자켓,헤지스 남성,HZ,1002,2,[25FW],가을,0,0,1,0,0,389000,245070,37,0,0,38,4.8,1,38,262,1,"95:1, 100:0, 105:0, 110:0, 115:0",19,"진한 네이비:18, 브라운:1",남성의류,점퍼,캐쥬얼점퍼
WHSH4C103B2,[클리어런스][스테디셀러] 블루 버튼다운 면 긴팔캐주얼셔츠,헤지스 남성,WH,1002,2,[24FW],가을,0,0,1,0,0,189000,76540,59,0,0,125,4.8,2,18,58,12,"095:12, 100:0, 105:0, 110:0, 115:0, 120:0",40,"블루:12, 밝은 그레이:25, 흰색:3",남성의류,셔츠,긴팔캐쥬얼셔츠
WHSH4C403N2,[클리어런스][스테디셀러] 네이비 체크 면 긴팔캐주얼셔츠,헤지스 남성,WH,1002,2,[24FW],가을,0,0,1,0,0,189000,76540,59,0,0,84,4.8,1,14,51,3,"095:2, 100:0, 105:1, 110:0, 115:0, 120:0",12,"와인:9, 네이비:3",남성의류,셔츠,긴팔캐쥬얼셔츠
WHTS5B901WT,[스테디셀러] 화이트 단색 면 반팔티셔츠,헤지스 남성,WH,1002,2,[25SS],여름,0,1,0,0,0,79000,49770,37,0,0,20,5.0,1,21,22,568,"95:55, 100:197, 105:187, 110:78, 115:30, 120:21",2554,"블랙:568, 차콜 그레이:244, 진한 네이비:573, 브라운:601, 흰색:568",남성의류,티셔츠,반팔티셔츠
HZPA6A235N2,[STRAIGHT] 네이비 폴리코튼 셋업 바지,헤지스 남성,HZ,1002,1,[26SS],봄,1,0,0,0,0,239000,172080,28,0,0,16,4.9,812,15,25,15,"029:0, 030:2, 031:3, 032:2, 033:3, 034:3, 035:0, 036:0, 037:1, 038:1",29,"네이비:15, 브라운:14",남성의류,팬츠,롱팬츠
HZPA5C372N2,[시즌오프][아이코닉][STRAIGHT]네이비 가먼트워싱 트윌치노팬츠,헤지스 남성,HZ,1002,1,[25FW],가을,0,0,1,0,0,199000,125370,37,0,0,38,4.8,3,19,33,18,"74 (29):6, 78 (30):1, 80 (31):0, 82 (32):1, 84 (33):2, 86 (34):7, 88 (35):0, 92 (36):0, 94 (37):0, 98 (38):1",125,"밝은 베이지:90, 베이지:17, 네이비:18",남성의류,팬츠,롱팬츠
HZTS5B403CG,[링클프리] 차콜 반팔 피케 티셔츠,헤지스 남성,HZ,1002,2,[25SS],여름,0,1,0,0,0,149000,93870,37,0,0,961,4.8,33,84,37,113,"085:16, 90:26, 95:67, 100:0, 105:0, 110:0, 115:0, 120:4",2385,"밝은 블루:33, 블루:50, 진한 블루:187, 블랙:224, 차콜 그레이:113, 진한 초록:49, 그레이:75, 밝은 베이지:468, 베이지:105, 카키:110, 네이비:88, 탁한 네이비:69, 오렌지:96, 밝은 핑크:22, 레드:116, 청록:424, 브라운:37, 흰색:119",남성의류,티셔츠,반팔티셔츠
HZPA5B332B3,[TAPERED]  다크블루 여름 치노 팬츠,헤지스 남성,HZ,1002,2,[25SS],여름,0,1,0,0,0,199000,113830,42,0,0,1095,4.8,11,48,18,52,"74 (29):0, 78 (30):7, 80 (31):5, 82 (32):14, 84 (33):11, 86 (34):7, 88 (35):7, 92 (36):0, 94 (37):0, 98 (38):1",2131,"진한 블루:52, 그레이:0, 베이지:153, 카키:41, 네이비:1374, 청록:177, 흰색:334",남성의류,팬츠,롱팬츠
HZTS5B403U1,[아이코닉][링클프리] 라이트퍼플 반팔 피케 티셔츠,헤지스 남성,HZ,1002,1,[25SS],여름,0,1,0,0,0,149000,93870,37,0,0,961,4.8,33,84,31,85,"085:4, 90:0, 95:0, 100:0, 105:49, 110:22, 115:9, 120:1",112,"밝은 퍼플:85, 퍼플:27",남성의류,티셔츠,반팔티셔츠
HZSH6A209G2,그레이 캐주얼 데님 셔츠,헤지스 남성,HZ,1002,1,[26SS],봄,1,0,0,0,0,199000,138500,30,0,0,15,4.8,699,61,28,13,"S (95):7, M (100):6, L (105):0, XL (110):0, 3XL:0, XXL:0",29,"블루:14, 그레이:13, 네이비:2",남성의류,셔츠,긴팔캐쥬얼셔츠
WHSW5A101G2,[스테디셀러]그레이 로고자수 면 집업니트,헤지스 남성,WH,1002,2,[25SS],봄,1,0,0,0,0,299000,188370,37,0,0,17,4.7,1,16,82,40,"095:4, 100:29, 105:5, 110:2, 115:0",97,"그레이:40, 네이비:57",남성의류,니트/스웨터,
WHSW5B202N2,[스테디셀러] 네이비 짜임 면혼방 가디건,헤지스 남성,WH,1002,2,[25SS],여름,0,1,0,0,0,239000,150570,37,0,0,9,4.9,455,11,51,5,"095:5, 100:0, 105:0, 110:0, 115:0",94,"차콜 그레이:89, 네이비:5",남성의류,가디건,기본가디건
WHTS3D433CR,[클리어런스][스테디셀러]크림 단색 면 반집업티셔츠,헤지스 남성,WH,1002,2,[23FW],겨울,0,0,0,1,0,189000,68040,64,0,0,214,4.8,715,12,112,36,"95:11, 100:25, 105:0, 110:0, 115:0, 120:0",36,"차콜 그레이:0, 크림:36, 네이비:0",남성의류,티셔츠,긴팔티셔츠
WHTS4C302D3,[클리어런스][스테디셀러] 버건디 단색 면 긴팔카라티셔츠,헤지스 남성,WH,1002,2,[24FW],가을,0,0,1,0,0,169000,68440,59,0,0,159,4.7,4,19,27,46,"95:0, 100:12, 105:13, 110:18, 115:2, 120:1",72,"블랙:0, 차콜 그레이:25, 진한 와인:46, 베이지:1, 진한 네이비:0",남성의류,티셔츠,긴팔티셔츠
